Recording	Participant	Timeline	TOI	Interval	Media	Group1	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Partial	1	0	657	657	h	1	0.4904	0.50223	3.5379										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	1	657	707	50						189.98	128.75	149.46	7.06	h	g	0.4904	0.50223	0.36973	0.52346
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	2	707	973	266	g	1	0.36973	0.52346	3.32019										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	2	973	989	16						151.43	39.4	39.4	0.7	g	g	0.36973	0.52346	0.35198	0.51379
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	3	989	1306	316	g	1	0.35198	0.51379	3.29009										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	3	1306	1322	17						189.42	36.63	36.63	0.54	g	g	0.35198	0.51379	0.33481	0.51664
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	4	1322	1605	283	g	1	0.33481	0.51664	3.28602										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	4	1605	1638	33						235.58	162.13	211.39	5.88	g	k	0.33481	0.51664	0.24261	0.65117
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	5	1638	1988	349	k	1	0.24261	0.65117	3.30625										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	5	1988	2021	34						94.71	68.16	91.47	2.75	k	f	0.24261	0.65117	0.23411	0.54796
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	6	2021	2554	533	f	1	0.23411	0.54796	3.31899										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	6	2554	2604	50						325.56	132.26	191	6.94	f		0.23411	0.54796	0.36262	0.63608
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	7	2604	2753	150		0	0.36262	0.63608	3.356										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	7	2753	2787	33						274.21	42.58	44.49	2.25		l	0.36262	0.63608	0.36906	0.72365
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	8	2787	4384	1597	l	1	0.36906	0.72365	3.41601										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	8	4384	4434	50						358.83	148.85	259.27	7.89	l	m	0.36906	0.72365	0.52201	0.72678
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	9	4434	4584	150	m	1	0.52201	0.72678	3.57339										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	9	4584	4617	33						11.54	153.02	185.52	4.65	m	n	0.52201	0.72678	0.6228	0.70619
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	10	4617	6348	1731	n	1	0.6228	0.70619	3.427										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	10	6348	6398	50						98.39	76.19	107.45	4.19	n	i	0.6228	0.70619	0.60067	0.55617
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	11	6398	6614	216	i	1	0.60067	0.55617	3.53098										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	11	6614	6664	50						63.93	62.19	103.34	3.21	i	i	0.60067	0.55617	0.64694	0.46158
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	12	6664	6880	216	i	1	0.64694	0.46158	3.4618										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	12	6880	6947	67						102.07	85.48	173.78	5.69	i	d	0.64694	0.46158	0.6016	0.24949
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	13	6947	7113	166	d	1	0.6016	0.24949	3.34031										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	13	7113	7130	16						87.02	38.34	38.34	1.25	d	d	0.6016	0.24949	0.6044	0.19573
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	14	7130	7246	117	d	1	0.6044	0.19573	3.27785										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	14	7246	7296	50						184.4	138.79	159.24	6.98	d	c	0.6044	0.19573	0.45547	0.20719
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	15	7296	7812	516	c	1	0.45547	0.20719	3.20077										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	15	7812	7828	16						354.24	41.63	41.63	1.15	c	c	0.45547	0.20719	0.47628	0.20929
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	16	7828	8378	549	c	1	0.47628	0.20929	3.26272										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	16	8378	8394	17						313.99	52.78	52.78	1.37	c	c	0.47628	0.20929	0.50021	0.23408
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	17	8394	8727	333	c	1	0.50021	0.23408	3.50861										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	17	8727	8760	33						154.04	43.23	50.92	1.44	c	c	0.50021	0.23408	0.47157	0.22014
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	18	8760	9775	1015	c	1	0.47157	0.22014	3.53924										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	18	9775	9809	33						303.8	72.51	110.89	2.68	c	c	0.47157	0.22014	0.51683	0.28775
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	19	9809	10757	948	c	1	0.51683	0.28775	3.57404										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	19	10757	10791	33						132.95	51.1	61.8	1.64	c	c	0.51683	0.28775	0.48526	0.25384
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	20	10791	11007	216	c	1	0.48526	0.25384	3.49234										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Partial	20	11007	11023	16							44.96	44.96		c		0.48526	0.25384		
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Partial	21	11256	11290	34							48.37	48.37			b			0.4095	0.30101
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	21	11290	11373	83	b	1	0.4095	0.30101	3.41997										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	22	11373	11423	50						14.02	167.65	302	8.43	b	d	0.4095	0.30101	0.58336	0.2576
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	22	11423	11539	117	d	1	0.58336	0.2576	3.46405										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	23	11539	11556	17						43.13	69.59	69.59	0.83	d	d	0.58336	0.2576	0.6118	0.23095
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Partial	23	11556	12488	932	d	1	0.6118	0.23095	3.34273										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Partial	24	12571	12604	33							97.34	97.34			d			0.60767	0.2146
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	24	12604	13486	882	d	1	0.60767	0.2146	3.53916										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	25	13486	13519	33						315.5	41.53	44.22	1.29	d	d	0.60767	0.2146	0.6357	0.24215
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	25	13519	14102	583	d	1	0.6357	0.24215	3.65854										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	26	14102	14135	33						131.14	46.09	59.03	1.4	d	d	0.6357	0.24215	0.6087	0.21124
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	26	14135	14368	233	d	1	0.6087	0.21124	3.66321										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	27	14368	14418	50						331	91.5	169.17	4.81	d		0.6087	0.21124	0.70678	0.26561
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	27	14418	14568	150		0	0.70678	0.26561	3.6997										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	28	14568	14601	33						45.43	102.17	104.69	3.62		e	0.70678	0.26561	0.78356	0.18768
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	28	14601	14817	216	e	1	0.78356	0.18768	3.66718										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	29	14817	14834	17						261.19	54.37	54.37	1.22	e	e	0.78356	0.18768	0.77373	0.25114
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	29	14834	16814	1980	e	1	0.77373	0.25114	3.65074										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	30	16814	16831	17						347.94	44.66	44.66	0.82	e	e	0.77373	0.25114	0.79001	0.25462
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	30	16831	17280	449	e	1	0.79001	0.25462	3.73399										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	31	17280	17330	50						233.48	163.09	252	8.66	e	i	0.79001	0.25462	0.62651	0.47541
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	31	17330	17497	166	i	1	0.62651	0.47541	3.64871										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	32	17497	17580	83						157.24	248.91	424.54	20.46	i	a	0.62651	0.47541	0.21579	0.30305
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	32	17580	17713	133	a	1	0.21579	0.30305	3.58466										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	33	17713	17730	17						71.32	122.32	122.32	2.56	a	a	0.21579	0.30305	0.24462	0.21778
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	33	17730	18262	532	a	1	0.24462	0.21778	3.31462										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	34	18262	18279	17						162.28	34.03	34.03	1.05	a	a	0.24462	0.21778	0.22235	0.21067
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	34	18279	18578	300	a	1	0.22235	0.21067	3.37094										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	35	18578	18595	17						6.72	35.27	35.27	1.1	a	a	0.22235	0.21067	0.24586	0.20789
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	35	18595	18861	266	a	1	0.24586	0.20789	3.52998										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	36	18861	18911	50						352.32	120.41	178.56	6.25	a	b	0.24586	0.20789	0.37401	0.22519
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	36	18911	19843	932	b	1	0.37401	0.22519	3.55737										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	37	19843	19893	50						335.09	122.89	231.18	6.52	b	c	0.37401	0.22519	0.50602	0.28648
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	37	19893	20176	283	c	1	0.50602	0.28648	3.59925										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	38	20176	20209	33						28.19	105.38	147.86	4.45	c	d	0.50602	0.28648	0.59204	0.24036
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	38	20209	20642	433	d	1	0.59204	0.24036	3.51873										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	39	20642	20691	50						233.4	222.61	344	11.38	d	g	0.59204	0.24036	0.38636	0.51735
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	39	20691	20908	216	g	1	0.38636	0.51735	3.41789										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	40	20908	20941	33						176.66	186.32	199.3	7.14	g	f	0.38636	0.51735	0.23953	0.50879
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	40	20941	21224	283	f	1	0.23953	0.50879	3.38947										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	41	21224	21274	50						10.25	150.01	246.82	7.54	f	g	0.23953	0.50879	0.40162	0.47948
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	41	21274	21440	166	g	1	0.40162	0.47948	3.38782										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	42	21440	21490	50						9.09	100.69	192.62	4.79	g	h	0.40162	0.47948	0.50448	0.46303
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	42	21490	21823	333	h	1	0.50448	0.46303	3.3749										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	43	21823	21873	50						355.83	134.07	189.66	7.19	h	i	0.50448	0.46303	0.64927	0.47358
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	43	21873	22123	250	i	1	0.64927	0.47358	3.2604										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	44	22123	22156	33						359.85	156.63	178.51	5.59	i	j	0.64927	0.47358	0.76644	0.47389
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	44	22156	22305	150	j	1	0.76644	0.47389	3.27493										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	45	22305	22355	50						233.66	214.74	398.05	10.97	j		0.76644	0.47389	0.57209	0.73805
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	45	22355	22638	283		0	0.57209	0.73805	3.29556										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	46	22638	22705	66						179.98	233.44	399.18	15.61		k	0.57209	0.73805	0.2637	0.73793
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	46	22705	23004	300	k	1	0.2637	0.73793	3.38778										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	47	23004	23038	33						357.44	160.49	165.82	5.81	k	l	0.2637	0.73793	0.38239	0.74323
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	47	23038	23354	316	l	1	0.38239	0.74323	3.41431										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	48	23354	23404	50						1.33	163.9	275.9	8.41	l	m	0.38239	0.74323	0.55031	0.73933
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	48	23404	23553	150	m	1	0.55031	0.73933	3.4569										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	49	23553	23603	50						359.74	157.06	253.38	7.93	m	o	0.55031	0.73933	0.71597	0.74008
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	49	23603	24119	516	o	1	0.71597	0.74008	3.51894										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Partial	50	24119	24202	83							227.56	381.62		o		0.71597	0.74008		
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Partial	51	24602	24685	83							317.68	368.57			n			0.61836	0.73132
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	50	24685	25517	832	n	1	0.61836	0.73132	3.58517										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	52	25517	25567	50						4.01	118.38	225.87	6.32	n	o	0.61836	0.73132	0.76289	0.72118
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	51	25567	25767	200	o	1	0.76289	0.72118	3.63247										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	53	25767	25783	17						198.27	32.73	32.73	1.08	o	o	0.76289	0.72118	0.74523	0.72701
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	52	25783	26149	366	o	1	0.74523	0.72701	3.61537										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	54	26149	26199	50						170.04	123.37	240.04	6.76	o	n	0.74523	0.72701	0.6071	0.70276
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	53	26199	26449	250	n	1	0.6071	0.70276	3.4857										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	55	26449	26482	33						200.43	165.3	171.4	6.12	n	m	0.6071	0.70276	0.49206	0.74562
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Partial	54	26482	26665	183	m	1	0.49206	0.74562	3.43358										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Partial	56	26798	26832	33							58.48	58.48			g			0.41869	0.47362
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	55	26832	27048	216	g	1	0.41869	0.47362	3.44245										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	57	27048	27081	33						332.01	105.37	143.51	4.36	g	h	0.41869	0.47362	0.49475	0.51404
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	56	27081	27647	566	h	1	0.49475	0.51404	3.42086										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	58	27647	27714	67						179.21	186.19	326.15	12.36	h	f	0.49475	0.51404	0.24197	0.51053
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	57	27714	27896	183	f	1	0.24197	0.51053	3.47574										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	59	27896	27930	33						88.34	187.25	192.88	6.74	f	a	0.24197	0.51053	0.25043	0.21896
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	58	27930	28146	216	a	1	0.25043	0.21896	3.53408										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	60	28146	28179	34						127.6	59.49	65.81	2.77	a	a	0.25043	0.21896	0.21843	0.1774
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	59	28179	28745	565	a	1	0.21843	0.1774	3.55669										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	61	28745	28812	67						335.82	147.67	304.93	10.02	a		0.21843	0.1774	0.43075	0.27272
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	60	28812	28978	166		0	0.43075	0.27272	3.54782										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	62	28978	29011	33						185.8	74.59	89.17	2.52		b	0.43075	0.27272	0.37705	0.27817
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	61	29011	29228	216	b	1	0.37705	0.27817	3.57586										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	63	29228	29278	50						148.09	130.79	249.34	7.39	b	a	0.37705	0.27817	0.21968	0.18018
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	62	29278	30242	965	a	1	0.21968	0.18018	3.66568										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	64	30242	30276	34						4.08	165.35	221.26	4.13	a	b	0.21968	0.18018	0.33612	0.17187
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	63	30276	30509	233	b	1	0.33612	0.17187	3.71104										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	65	30509	30526	17						298	68.78	68.78	1.86	b	b	0.33612	0.17187	0.36913	0.23396
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	64	30526	30759	233	b	1	0.36913	0.23396	3.55909										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	66	30759	30792	33						348.23	143.52	191.58	5.27	b	c	0.36913	0.23396	0.47864	0.25679
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	65	30792	31058	266	c	1	0.47864	0.25679	3.45022										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	67	31058	31075	17						179.87	54.06	54.06	1.07	c	c	0.47864	0.25679	0.4562	0.25674
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	66	31075	31391	316	c	1	0.4562	0.25674	3.45677										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	68	31391	31424	33						4.14	49.69	64.71	1.93	c	c	0.4562	0.25674	0.49089	0.25423
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	67	31424	31574	150	c	1	0.49089	0.25423	3.55576										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	69	31574	31624	50						17.67	107.83	175.95	5.66	c	d	0.49089	0.25423	0.60448	0.21804
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	68	31624	31740	116	d	1	0.60448	0.21804	3.63266										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Partial	70	31740	31757	17							103.71	103.71		d		0.60448	0.21804		
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Partial	71	31824	31874	50							180.17	229.96			d			0.62668	0.17571
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	69	31874	32156	283	d	1	0.62668	0.17571	3.69877										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	72	32156	32173	17						247.76	44.71	44.71	0.72	d	d	0.62668	0.17571	0.60847	0.22022
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	70	32173	33221	1048	d	1	0.60847	0.22022	3.655										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	73	33221	33271	50						241.42	163.9	275.18	8.48	d	h	0.60847	0.22022	0.48067	0.45486
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	71	33271	33421	150	h	1	0.48067	0.45486	3.9135										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	74	33421	33471	50						189.53	132.2	224.51	6.93	h	g	0.48067	0.45486	0.34457	0.47771
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	72	33471	33854	383	g	1	0.34457	0.47771	3.74843										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	75	33854	33904	50						359.85	144.12	166.14	7.34	g	h	0.34457	0.47771	0.49236	0.47809
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	73	33904	35002	1098	h	1	0.49236	0.47809	3.59167										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Partial	76	35002	35052	50							87.55	105.64		h		0.49236	0.47809		
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Partial	77	35068	35118	50							236.58	365.45			k			0.27879	0.7307
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	74	35118	35235	116	k	1	0.27879	0.7307	3.78638										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	78	35235	35268	33						200.9	74.04	102.61	2.39	k	k	0.27879	0.7307	0.23253	0.74837
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	75	35268	35584	316	k	1	0.23253	0.74837	3.66651										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	79	35584	35618	33						1.38	176.71	185.67	6.41	k	l	0.23253	0.74837	0.3566	0.74538
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	76	35618	35917	300	l	1	0.3566	0.74538	3.56133										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	80	35917	35934	16						54.12	30.2	30.2	1.47	l	l	0.3566	0.74538	0.37626	0.71819
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	77	35934	36150	217	l	1	0.37626	0.71819	3.63034										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	81	36150	36200	50						61.48	155.31	170.7	8.15	l	h	0.37626	0.71819	0.48993	0.50902
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	78	36200	36500	300	h	1	0.48993	0.50902	3.58874										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	82	36500	36516	17						50.77	43.16	43.16	0.87	h	h	0.48993	0.50902	0.5027	0.49337
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	79	36516	37964	1448	h	1	0.5027	0.49337	3.56007										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	83	37964	38014	50						271.15	108.44	206.67	6.11	h	m	0.5027	0.49337	0.50746	0.7306
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	80	38014	38230	216	m	1	0.50746	0.7306	3.54793										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	84	38230	38247	17						256.56	48.42	48.42	0.83	m	m	0.50746	0.7306	0.50019	0.76103
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	81	38247	38746	499	m	1	0.50019	0.76103	3.52157										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	85	38746	38812	66						170.69	198.59	405.5	13.41	m	k	0.50019	0.76103	0.25549	0.7209
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	82	38812	39045	233	k	1	0.25549	0.7209	3.45551										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	86	39045	39095	50						44.49	210.4	282.98	10.75	k	h	0.25549	0.7209	0.45068	0.52916
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	83	39095	39328	233	h	1	0.45068	0.52916	3.47547										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	87	39328	39362	33						353.61	83.54	103.05	2.86	h	h	0.45068	0.52916	0.50951	0.53575
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	84	39362	39628	266	h	1	0.50951	0.53575	3.40954										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	88	39628	39661	33						110.56	34.41	35.4	1.14	h	h	0.50951	0.53575	0.49382	0.49391
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	85	39661	40227	566	h	1	0.49382	0.49391	3.46261										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	89	40227	40244	17						23.6	35.92	35.92	0.61	h	h	0.49382	0.49391	0.50069	0.49091
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	86	40244	40992	749	h	1	0.50069	0.49091	3.58637										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	90	40992	41059	66						227.38	197.17	370.69	12.97	h	k	0.50069	0.49091	0.27312	0.73822
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	87	41059	41259	200	k	1	0.27312	0.73822	3.51761										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	91	41259	41292	33						208.85	43.51	50.4	1.73	k	k	0.27312	0.73822	0.24364	0.75446
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	88	41292	42041	749	k	1	0.24364	0.75446	3.38911										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	92	42041	42107	66						49	200.51	308.7	12.71	k	h	0.24364	0.75446	0.46275	0.5024
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	89	42107	42257	150	h	1	0.46275	0.5024	3.32875										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	93	42257	42290	33						16.72	59.78	78.96	1.45	h	h	0.46275	0.5024	0.50504	0.4897
